Code,name,Location,Margin,total_sales,supplier_total_claim,retailer_total_claim,transaction,item
"C278","C&C FOODS MART SDN BHD-CONSIGNMENT","TPH","15","48873.44","41542.42","7331.02","6582","61"
"C286","C&C FOODS MART SDN BHD - NSB","BER","15","3757.06","3193.50","563.56","883","14"
"C286","C&C FOODS MART SDN BHD - NSB","BGJ","15","3949.65","3357.20","592.45","722","14"
"C286","C&C FOODS MART SDN BHD - NSB","BT1","15","1621.85","1378.57","243.28","395","13"
"C286","C&C FOODS MART SDN BHD - NSB","BT2","15","2926.79","2487.77","439.02","674","14"
"C286","C&C FOODS MART SDN BHD - NSB","GRK","15","2353.04","2000.08","352.96","524","14"
"C286","C&C FOODS MART SDN BHD - NSB","IBN","15","4244.53","3607.85","636.68","1025","14"
"C286","C&C FOODS MART SDN BHD - NSB","JRT","15","2940.22","2499.19","441.03","650","14"
"C286","C&C FOODS MART SDN BHD - NSB","KKD","15","984.89","837.16","147.73","243","14"
"C286","C&C FOODS MART SDN BHD - NSB","KLM","15","1048.94","891.60","157.34","249","14"
"C286","C&C FOODS MART SDN BHD - NSB","KLP","15","3464.07","2944.46","519.61","690","14"
"C286","C&C FOODS MART SDN BHD - NSB","MTK","15","3105.30","2639.51","465.79","746","14"
"C286","C&C FOODS MART SDN BHD - NSB","RB","15","6280.79","5338.67","942.12","1535","14"
"C286","C&C FOODS MART SDN BHD - NSB","SGB","15","2234.86","1899.63","335.23","514","13"
"C286","C&C FOODS MART SDN BHD - NSB","SGP","15","2395.94","2036.55","359.39","516","13"
"C286","C&C FOODS MART SDN BHD - NSB","SGS","15","1992.72","1693.81","298.91","418","14"
"C286","C&C FOODS MART SDN BHD - NSB","SM2","15","2699.94","2294.95","404.99","556","13"
"C286","C&C FOODS MART SDN BHD - NSB","SMJ","15","2647.57","2250.43","397.14","559","13"
"C286","C&C FOODS MART SDN BHD - NSB","SPE","15","1524.64","1295.94","228.70","317","13"
"C286","C&C FOODS MART SDN BHD - NSB","TGM","15","3007.68","2556.53","451.15","609","14"
"C286","C&C FOODS MART SDN BHD - NSB","TI1","15","3273.28","2782.29","490.99","607","14"
"C286","C&C FOODS MART SDN BHD - NSB","TI2","15","3655.74","3107.38","548.36","662","13"
"C286","C&C FOODS MART SDN BHD - NSB","TJG","15","421.35","358.15","63.20","93","5"
"C286","C&C FOODS MART SDN BHD - NSB","TML","15","2140.61","1819.52","321.09","466","13"
"C286","C&C FOODS MART SDN BHD - NSB","TPH","15","3760.37","3196.31","564.06","709","13"
"D038","DAPPER CORPORATION SDN BHD","GMS","18","18506.00","15174.92","3331.08","210","13"
"D038","DAPPER CORPORATION SDN BHD","JRT","18","8795.40","7167.26","1628.14","96","13"
"D038","DAPPER CORPORATION SDN BHD","RB","18","12468.80","10148.17","2320.63","116","14"
"D079","DE URBAN TRENDZ","BER","20","376.45","301.16","75.29","9","2"
"D079","DE URBAN TRENDZ","BGJ","20","27.35","21.88","5.47","1","1"
"D079","DE URBAN TRENDZ","BT2","20","701.00","560.80","140.20","18","3"
"D079","DE URBAN TRENDZ","GRK","20","332.55","266.04","66.51","7","3"
"D079","DE URBAN TRENDZ","KKD","20","118.00","94.40","23.60","2","2"
"D079","DE URBAN TRENDZ","KLM","20","73.60","58.88","14.72","2","1"
"D079","DE URBAN TRENDZ","KLP","20","214.00","171.20","42.80","6","2"
"D079","DE URBAN TRENDZ","MR","20","587.00","469.60","117.40","11","2"
"D079","DE URBAN TRENDZ","MTK","20","118.85","95.08","23.77","4","2"
"D079","DE URBAN TRENDZ","PDS","20","236.00","188.80","47.20","4","2"
"D079","DE URBAN TRENDZ","PLU","20","73.60","58.88","14.72","2","1"
"D079","DE URBAN TRENDZ","RB","20","79.00","63.20","15.80","1","1"
"D079","DE URBAN TRENDZ","SGB","20","294.40","235.52","58.88","8","1"
"D079","DE URBAN TRENDZ","SGM","20","73.60","58.88","14.72","2","1"
"D079","DE URBAN TRENDZ","SGP","20","457.80","366.24","91.56","9","2"
"D079","DE URBAN TRENDZ","SGS","20","383.00","306.40","76.60","7","3"
"D079","DE URBAN TRENDZ","SPE","20","36.80","29.44","7.36","1","1"
"D079","DE URBAN TRENDZ","TGM","20","337.65","270.12","67.53","10","3"
"D079","DE URBAN TRENDZ","TI1","20","350.00","280.00","70.00","7","2"
"D079","DE URBAN TRENDZ","TI2","20","353.00","282.40","70.60","6","2"
"D079","DE URBAN TRENDZ","TML","20","137.75","110.20","27.55","4","2"
"D079","DE URBAN TRENDZ","TPH","20","280.90","224.72","56.18","7","3"
"D082","DAISHO FOOD (M) SDN BHD ","NSB","15","20515.15","17437.88","3077.27","992","119"
"D090","DESALEEN GARMENT TRADING SDN BHD","BGJ","15","8281.70","6541.71","1739.99","335","20"
"D090","DESALEEN GARMENT TRADING SDN BHD","BT2","23","2231.95","1738.69","493.26","83","10"
"D090","DESALEEN GARMENT TRADING SDN BHD","KLP","15","4645.50","3733.63","911.87","208","17"
"D090","DESALEEN GARMENT TRADING SDN BHD","MTK","23","2147.25","1678.76","468.49","88","11"
"D090","DESALEEN GARMENT TRADING SDN BHD","PDS","15","4740.30","3739.01","1001.29","187","17"
"D090","DESALEEN GARMENT TRADING SDN BHD","PLU","23","3131.10","2435.02","696.08","124","8"
"D090","DESALEEN GARMENT TRADING SDN BHD","RB","15","2122.10","1684.17","437.93","84","8"
"D090","DESALEEN GARMENT TRADING SDN BHD","SGB","23","6411.90","4978.67","1433.23","258","33"
"D090","DESALEEN GARMENT TRADING SDN BHD","SGP","23","4217.40","3255.15","962.25","161","9"
"D090","DESALEEN GARMENT TRADING SDN BHD","SGS","23","6240.05","4890.02","1350.03","248","19"
"D090","DESALEEN GARMENT TRADING SDN BHD","TGM","15","5026.60","3971.52","1055.08","202","20"
"D090","DESALEEN GARMENT TRADING SDN BHD","TML","23","1881.93","1479.58","402.35","77","13"
"D091","DAISHENG (M) SDN BHD","GMS","30","18.75","13.12","5.62","1","1"
"E033","EVO GARMENT SDN BHD","BER","18","12797.65","10133.04","2664.61","444","24"
"E033","EVO GARMENT SDN BHD","BGJ","22","10776.25","8527.00","2249.25","389","58"
"E033","EVO GARMENT SDN BHD","BT1","22","502.65","402.67","99.98","21","4"
"E033","EVO GARMENT SDN BHD","BT2","22","10147.00","8029.26","2117.74","336","16"
"E033","EVO GARMENT SDN BHD","GMS","18","7282.05","5723.16","1558.89","269","71"
"E033","EVO GARMENT SDN BHD","GRK","22","5685.10","4474.38","1210.72","203","56"
"E033","EVO GARMENT SDN BHD","IBN","18","6769.70","5365.34","1404.36","233","30"
"E033","EVO GARMENT SDN BHD","JRT","22","8408.35","6640.15","1768.20","278","15"
"E033","EVO GARMENT SDN BHD","KKD","18","57.80","46.68","11.12","3","2"
"E033","EVO GARMENT SDN BHD","KLM","18","1757.30","1403.54","353.76","66","10"
"E033","EVO GARMENT SDN BHD","KLP","22","12579.35","9939.25","2640.10","439","24"
"E033","EVO GARMENT SDN BHD","MR","22","13015.13","10235.06","2780.07","420","29"
"E033","EVO GARMENT SDN BHD","MTK","22","8678.40","6858.43","1819.97","305","27"
"E033","EVO GARMENT SDN BHD","NSB","22","8145.80","6422.08","1723.72","295","33"
"E033","EVO GARMENT SDN BHD","PDS","22","7620.10","6009.48","1610.62","239","20"
"E033","EVO GARMENT SDN BHD","PLU","18","6376.65","5046.93","1329.72","220","26"
"E033","EVO GARMENT SDN BHD","RB","22","12902.90","10262.66","2640.24","490","32"
"E033","EVO GARMENT SDN BHD","SGB","18","10079.90","8004.68","2075.22","367","40"
"E033","EVO GARMENT SDN BHD","SGM","22","4416.95","3519.23","897.72","172","20"
"E033","EVO GARMENT SDN BHD","SGP","18","7842.95","6203.78","1639.17","283","29"
"E033","EVO GARMENT SDN BHD","SGS","22","11771.49","9356.75","2414.74","455","42"
"E033","EVO GARMENT SDN BHD","SM2","22","7720.50","6088.73","1631.77","249","48"
"E033","EVO GARMENT SDN BHD","SMJ","22","3773.90","2982.39","791.51","134","42"
"E033","EVO GARMENT SDN BHD","SNW","22","2843.75","2245.09","598.67","110","36"
"E033","EVO GARMENT SDN BHD","SPE","22","2670.75","2121.56","549.19","98","18"
"E033","EVO GARMENT SDN BHD","TGM","18","10050.05","7920.72","2129.33","318","58"
"E033","EVO GARMENT SDN BHD","TI1","22","1738.70","1383.87","354.83","78","7"
"E033","EVO GARMENT SDN BHD","TI2","18","8837.23","6981.52","1855.71","325","41"
"E033","EVO GARMENT SDN BHD","TJG","22","2880.74","2272.98","607.76","96","21"
"E033","EVO GARMENT SDN BHD","TKK","22","3071.20","2424.26","646.94","112","21"
"E033","EVO GARMENT SDN BHD","TML","22","8257.83","6566.59","1691.24","346","29"
"E033","EVO GARMENT SDN BHD","TPH","22","4813.52","3792.58","1020.94","165","44"
"E045","EAGLE WORLD CREATION SDN BHD","BER","22","30.65","23.91","6.74","2","2"
"E045","EAGLE WORLD CREATION SDN BHD","BGJ","25","281.30","223.57","57.72","23","3"
"E045","EAGLE WORLD CREATION SDN BHD","BT1","18","232.40","190.57","41.83","28","2"
"E045","EAGLE WORLD CREATION SDN BHD","BT2","18","70.20","57.56","12.64","15","1"
"E045","EAGLE WORLD CREATION SDN BHD","GMS","25","466.70","355.20","111.50","37","13"
"E045","EAGLE WORLD CREATION SDN BHD","GRK","25","18.75","14.06","4.69","1","1"
"E045","EAGLE WORLD CREATION SDN BHD","IBN","25","308.05","241.62","66.43","33","5"
"E045","EAGLE WORLD CREATION SDN BHD","JRT","25","38.30","29.25","9.05","3","3"
"E045","EAGLE WORLD CREATION SDN BHD","KLP","25","424.80","325.52","99.28","32","9"
"E045","EAGLE WORLD CREATION SDN BHD","MR","25","945.40","723.76","221.64","56","16"
"E045","EAGLE WORLD CREATION SDN BHD","MTK","25","249.50","187.52","61.98","15","9"
"E045","EAGLE WORLD CREATION SDN BHD","PDS","25","687.15","523.03","164.12","41","9"
"E045","EAGLE WORLD CREATION SDN BHD","RB","25","542.40","407.50","134.90","22","8"
"E045","EAGLE WORLD CREATION SDN BHD","SGS","25","46.95","35.87","11.08","3","2"
"E045","EAGLE WORLD CREATION SDN BHD","SM2","25","262.45","196.84","65.61","14","2"
"E045","EAGLE WORLD CREATION SDN BHD","SMJ","25","370.30","281.34","88.96","26","11"
"E045","EAGLE WORLD CREATION SDN BHD","TGM","25","41.00","32.32","8.67","4","2"
"E045","EAGLE WORLD CREATION SDN BHD","TI1","25","443.80","337.96","105.84","24","7"
"E045","EAGLE WORLD CREATION SDN BHD","TI2","25","179.30","136.72","42.58","13","7"
"E045","EAGLE WORLD CREATION SDN BHD","TJG","25","51.43","39.63","11.80","5","3"
"E045","EAGLE WORLD CREATION SDN BHD","TKK","25","361.30","279.21","82.09","31","10"
"E045","EAGLE WORLD CREATION SDN BHD","TML","25","729.70","557.61","172.09","52","12"
"E045","EAGLE WORLD CREATION SDN BHD","TPH","25","892.70","685.23","207.47","58","10"
"E053","ELEGANT GIFT PACKAGING","BER","30","872.00","571.34","300.66","152","23"
"E053","ELEGANT GIFT PACKAGING","BGJ","30","511.05","327.56","183.49","109","14"
"E053","ELEGANT GIFT PACKAGING","BT2","40","226.75","147.11","79.64","60","16"
"E053","ELEGANT GIFT PACKAGING","GMS","30","542.70","352.17","190.53","103","16"
"E053","ELEGANT GIFT PACKAGING","GRK","40","613.00","391.96","221.04","109","19"
"E053","ELEGANT GIFT PACKAGING","IBN","30","360.45","238.22","122.23","69","16"
"E053","ELEGANT GIFT PACKAGING","JRT","30","7.40","5.18","2.22","1","1"
"E053","ELEGANT GIFT PACKAGING","KLP","30","1240.10","819.89","420.21","181","27"
"E053","ELEGANT GIFT PACKAGING","MR","40","741.25","486.24","255.01","130","27"
"E053","ELEGANT GIFT PACKAGING","PDS","30","445.90","296.35","149.55","74","19"
"E053","ELEGANT GIFT PACKAGING","RB","30","695.95","426.09","269.86","156","7"
"E053","ELEGANT GIFT PACKAGING","SGB","30","914.45","574.12","340.34","194","14"
"E053","ELEGANT GIFT PACKAGING","SM2","40","357.25","226.79","130.45","76","13"
"E053","ELEGANT GIFT PACKAGING","SMJ","30","270.85","177.24","93.61","46","9"
"E053","ELEGANT GIFT PACKAGING","SNW","40","145.80","94.62","51.18","40","8"
"E053","ELEGANT GIFT PACKAGING","SPE","30","275.75","180.07","95.68","61","13"
"E053","ELEGANT GIFT PACKAGING","TI2","30","375.35","247.93","127.42","69","17"
"E053","ELEGANT GIFT PACKAGING","TJG","30","721.55","483.07","238.48","129","23"
"E053","ELEGANT GIFT PACKAGING","TKK","30","380.75","249.72","131.03","87","15"
"E053","ELEGANT GIFT PACKAGING","TML","30","1069.35","686.39","382.97","202","24"
"E053","ELEGANT GIFT PACKAGING","TPH","30","342.00","219.96","122.04","76","15"
"E069","EWANTA (M ) SDN.BHD.","BER","21","10661.52","8675.74","1985.78","346","60"
"E069","EWANTA (M ) SDN.BHD.","BGJ","18","7626.70","6194.92","1431.78","211","36"
"E069","EWANTA (M ) SDN.BHD.","BT1","21","1025.20","837.02","188.18","65","9"
"E069","EWANTA (M ) SDN.BHD.","BT2","18","8135.56","6609.56","1526.00","167","39"
"E069","EWANTA (M ) SDN.BHD.","GMS","18","2873.55","2344.37","529.18","122","37"
"E069","EWANTA (M ) SDN.BHD.","GRK","21","10109.93","8206.65","1903.28","274","53"
"E069","EWANTA (M ) SDN.BHD.","IBN","18","7575.30","6175.51","1399.79","268","39"
"E069","EWANTA (M ) SDN.BHD.","JRT","21","3772.60","3093.71","678.89","148","29"
"E069","EWANTA (M ) SDN.BHD.","KKD","18","2311.38","1890.64","420.74","82","21"
"E069","EWANTA (M ) SDN.BHD.","KLP","18","5900.55","4823.59","1076.96","182","35"
"E069","EWANTA (M ) SDN.BHD.","MR","18","5500.69","4484.35","1016.34","159","40"
"E069","EWANTA (M ) SDN.BHD.","MTK","18","2062.96","1691.63","371.33","72","13"
"E069","EWANTA (M ) SDN.BHD.","NSB","18","3190.70","2593.94","596.76","119","19"
"E069","EWANTA (M ) SDN.BHD.","PDS","18","5341.75","4293.63","1048.12","157","32"
"E069","EWANTA (M ) SDN.BHD.","PLU","18","3391.92","2731.81","660.11","82","31"
"E069","EWANTA (M ) SDN.BHD.","RB","18","7729.18","6309.54","1419.64","229","50"
"E069","EWANTA (M ) SDN.BHD.","SGB","18","21137.34","17196.99","3940.35","622","66"
"E069","EWANTA (M ) SDN.BHD.","SGM","18","959.90","787.12","172.78","34","4"
"E069","EWANTA (M ) SDN.BHD.","SGP","18","3668.38","2996.36","672.02","125","24"
"E069","EWANTA (M ) SDN.BHD.","SGS","18","5225.14","4242.59","982.55","152","27"
"E069","EWANTA (M ) SDN.BHD.","SM2","18","5878.00","4798.82","1079.18","188","30"
"E069","EWANTA (M ) SDN.BHD.","SMJ","18","3319.85","2704.44","615.41","110","36"
"E069","EWANTA (M ) SDN.BHD.","SNW","18","1064.98","872.12","192.86","33","14"
"E069","EWANTA (M ) SDN.BHD.","SPE","18","1423.86","1160.44","263.42","52","24"
"E069","EWANTA (M ) SDN.BHD.","TGM","18","11614.25","9433.21","2181.04","285","53"
"E069","EWANTA (M ) SDN.BHD.","TI1","18","5671.31","4569.96","1101.35","163","36"
"E069","EWANTA (M ) SDN.BHD.","TI2","18","2635.05","2158.69","476.36","103","18"
"E069","EWANTA (M ) SDN.BHD.","TJG","18","1007.32","818.78","188.54","54","11"
"E069","EWANTA (M ) SDN.BHD.","TKK","18","1758.05","1439.91","318.14","77","14"
"E069","EWANTA (M ) SDN.BHD.","TML","18","5209.30","4236.60","972.70","233","21"
"E069","EWANTA (M ) SDN.BHD.","TPH","18","482.60","394.89","87.71","23","8"
"E081","E-PAY (M) SDN BHD","BER","0","3250.15","3250.15","0.00","146","24"
"E081","E-PAY (M) SDN BHD","BT1","0","5005.15","5005.15","0.00","365","25"
"E081","E-PAY (M) SDN BHD","BT2","0","8621.85","8621.85","0.00","694","29"
"E081","E-PAY (M) SDN BHD","JRT","0","11233.30","11233.30","0.00","407","27"
"E081","E-PAY (M) SDN BHD","KLP","0","246.85","246.85","0.00","8","5"
"E081","E-PAY (M) SDN BHD","MTK","0","6675.50","6675.50","0.00","376","30"
"E081","E-PAY (M) SDN BHD","NSB","0","536.20","536.20","0.00","25","11"
"E081","E-PAY (M) SDN BHD","PDS","0","2124.95","2124.95","0.00","161","19"
"E081","E-PAY (M) SDN BHD","PLU","0","1035.00","1035.00","0.00","82","11"
"E081","E-PAY (M) SDN BHD","RB","0","10551.20","10551.20","0.00","609","32"
"E081","E-PAY (M) SDN BHD","TML","0","2500.20","2500.20","0.00","37","12"
"E081","E-PAY (M) SDN BHD","TPH","0","5.00","5.00","0.00","1","1"
"E089","EXCELLENT GARMENT ENTERPRISE - CONSIGNMENT","SMJ","18","586.20","448.78","137.42","15","10"
"F034","FIRST CHOICE TRADING (M) SDN BHD","BT2","30","6.20","4.34","1.86","2","1"
"F054","FIRST LEATHER CREATIVE COLLECTION","BER","25","1512.80","1134.60","378.20","28","6"
"F054","FIRST LEATHER CREATIVE COLLECTION","BGJ","25","1300.45","975.34","325.11","27","7"
"F054","FIRST LEATHER CREATIVE COLLECTION","BT2","25","1266.50","949.88","316.62","35","6"
"F054","FIRST LEATHER CREATIVE COLLECTION","JRT","25","1121.55","841.16","280.39","18","6"
"F054","FIRST LEATHER CREATIVE COLLECTION","MR","25","1814.20","1360.65","453.55","30","11"
"F054","FIRST LEATHER CREATIVE COLLECTION","MTK","25","957.70","718.27","239.42","21","5"
"F054","FIRST LEATHER CREATIVE COLLECTION","PDS","25","2840.85","2130.64","710.21","53","16"
"F054","FIRST LEATHER CREATIVE COLLECTION","RB","25","2607.00","1955.25","651.75","67","5"
"F054","FIRST LEATHER CREATIVE COLLECTION","SGS","25","2239.00","1679.25","559.75","50","8"
"F054","FIRST LEATHER CREATIVE COLLECTION","SM2","25","574.05","430.54","143.51","15","4"
"F054","FIRST LEATHER CREATIVE COLLECTION","SMJ","25","363.15","272.36","90.79","10","6"
"F054","FIRST LEATHER CREATIVE COLLECTION","TGM","25","2048.05","1536.04","512.01","45","6"
"F054","FIRST LEATHER CREATIVE COLLECTION","TI1","25","816.95","612.71","204.24","20","8"
"F054","FIRST LEATHER CREATIVE COLLECTION","TML","25","583.85","440.15","143.70","15","5"
"F054","FIRST LEATHER CREATIVE COLLECTION","TPH","25","2153.90","1615.43","538.48","41","13"
"F074","FLANNEL TRADING","BGJ","15","142.50","121.12","21.37","13","3"
"F098","FIRST GARMENT TRADING SDN. BHD.","BGJ","25","702.70","533.22","169.47","37","13"
"F098","FIRST GARMENT TRADING SDN. BHD.","BT1","25","442.55","333.04","109.51","21","3"
"F098","FIRST GARMENT TRADING SDN. BHD.","GRK","20","68.60","54.88","13.72","3","2"
"F098","FIRST GARMENT TRADING SDN. BHD.","IBN","25","766.25","574.69","191.56","29","9"
"F098","FIRST GARMENT TRADING SDN. BHD.","KLP","20","41.80","33.44","8.36","2","2"
"F098","FIRST GARMENT TRADING SDN. BHD.","MTK","25","590.40","445.76","144.64","27","16"
"F098","FIRST GARMENT TRADING SDN. BHD.","SGB","25","1742.70","1315.86","426.84","73","16"
"F098","FIRST GARMENT TRADING SDN. BHD.","SM2","25","1223.20","923.12","300.08","50","16"
"F098","FIRST GARMENT TRADING SDN. BHD.","SMJ","25","537.80","404.48","133.32","18","11"
"F098","FIRST GARMENT TRADING SDN. BHD.","SNW","20","66.90","51.48","15.42","5","3"
"F098","FIRST GARMENT TRADING SDN. BHD.","TJG","20","62.00","49.60","12.40","3","2"
"F098","FIRST GARMENT TRADING SDN. BHD.","TKK","25","1230.60","930.08","300.52","52","15"
"F098","FIRST GARMENT TRADING SDN. BHD.","TML","25","616.30","461.07","155.23","29","11"
"F098","FIRST GARMENT TRADING SDN. BHD.","TPH","20","58.35","44.89","13.46","3","2"
"F112","FARMERGO ENTERPRISE","BER","15","22.00","18.70","3.30","4","2"
"F112","FARMERGO ENTERPRISE","BGJ","15","1896.56","1612.08","284.48","788","9"
"F112","FARMERGO ENTERPRISE","IBN","15","2884.66","2451.96","432.70","1130","12"
"F112","FARMERGO ENTERPRISE","JRT","15","26.80","22.78","4.02","4","3"
"F112","FARMERGO ENTERPRISE","SGB","15","2202.73","1872.32","330.41","841","9"
"F112","FARMERGO ENTERPRISE","SM2","15","351.25","298.56","52.69","138","8"
"F112","FARMERGO ENTERPRISE","SMJ","15","212.77","180.85","31.92","91","8"
"F112","FARMERGO ENTERPRISE","TI1","15","1371.42","1165.71","205.71","541","9"
"F112","FARMERGO ENTERPRISE","TI2","15","1979.51","1682.58","296.93","798","9"
"F123","FEEL DINO TRADING SDN BHD","KKD","18","2981.00","2390.70","590.30","147","18"
"G024","Gan & Gan Trading","BER","28","14862.75","10701.18","4161.57","1794","60"
"G024","Gan & Gan Trading","BGJ","28","9464.03","6814.10","2649.93","1522","69"
"G024","Gan & Gan Trading","BT1","28","3719.05","2677.72","1041.33","529","36"
"G024","Gan & Gan Trading","BT2","28","11321.22","8151.28","3169.94","1472","77"
"G024","Gan & Gan Trading","GMS","28","8261.08","5947.98","2313.10","987","72"
"G024","Gan & Gan Trading","GRK","28","12540.48","9029.15","3511.33","1877","74"
"G024","Gan & Gan Trading","IBN","28","5271.93","3795.79","1476.14","915","69"
"G024","Gan & Gan Trading","JRT","28","17231.62","12406.77","4824.85","2307","59"
"G024","Gan & Gan Trading","KKD","28","8646.55","6225.52","2421.03","1410","71"
"G024","Gan & Gan Trading","KLM","28","4131.13","2974.41","1156.72","661","65"
"G024","Gan & Gan Trading","KLP","28","11427.40","8227.73","3199.67","1628","64"
"G024","Gan & Gan Trading","MR","28","6688.66","4815.84","1872.82","841","70"
"G024","Gan & Gan Trading","MTK","28","5459.72","3931.00","1528.72","1100","58"
"G024","Gan & Gan Trading","NSB","28","6381.94","4595.00","1786.94","920","73"
"G024","Gan & Gan Trading","PDS","28","10139.91","7300.74","2839.17","1433","65"
"G024","Gan & Gan Trading","PLU","28","6469.68","4658.17","1811.51","860","73"
"G024","Gan & Gan Trading","RB","28","17804.17","12819.00","4985.17","2543","76"
"G024","Gan & Gan Trading","SGB","28","7618.00","5484.96","2133.04","1160","62"
"G024","Gan & Gan Trading","SGM","28","7998.73","5759.09","2239.64","975","74"
"G024","Gan & Gan Trading","SGP","28","13124.48","9449.63","3674.85","1847","72"
"G024","Gan & Gan Trading","SGS","28","3549.73","2555.81","993.92","494","54"
"G024","Gan & Gan Trading","SM2","28","5726.19","4122.86","1603.33","862","68"
"G024","Gan & Gan Trading","SMJ","28","3811.05","2743.96","1067.09","702","63"
"G024","Gan & Gan Trading","SNW","28","4072.94","2932.52","1140.42","626","58"
"G024","Gan & Gan Trading","TGM","28","7810.25","5623.38","2186.87","1037","78"
"G024","Gan & Gan Trading","TI1","28","7495.34","5396.64","2098.70","909","67"
"G024","Gan & Gan Trading","TI2","28","10364.23","7462.25","2901.98","1392","66"
"G024","Gan & Gan Trading","TKK","28","5715.59","4115.22","1600.37","703","68"
"G024","Gan & Gan Trading","TML","28","8090.44","5825.12","2265.32","1210","68"
"G024","Gan & Gan Trading","TPH","28","11560.86","8323.82","3237.04","1433","64"
"G025","GOLDEN CENTURY MARKETING","BER","30","21.60","15.12","6.48","1","1"
"G025","GOLDEN CENTURY MARKETING","BT2","30","21.60","15.12","6.48","1","1"
"G025","GOLDEN CENTURY MARKETING","KLP","30","21.60","15.12","6.48","1","1"
"G025","GOLDEN CENTURY MARKETING","RB","30","45.00","31.50","13.50","3","1"
"G025","GOLDEN CENTURY MARKETING","SM2","30","21.60","15.12","6.48","1","1"
"G025","GOLDEN CENTURY MARKETING","SPE","30","21.60","15.12","6.48","1","1"
"G025","GOLDEN CENTURY MARKETING","TML","30","43.20","30.24","12.96","2","1"
"G030","G . T .GARMENTS  SDN. BHD.","BER","22","10438.30","8269.75","2168.55","269","8"
"G030","G . T .GARMENTS  SDN. BHD.","BGJ","22","20687.59","16136.32","4551.27","469","7"
"G030","G . T .GARMENTS  SDN. BHD.","BT2","22","9521.80","7541.05","1980.75","238","10"
"G030","G . T .GARMENTS  SDN. BHD.","GRK","22","3898.00","3071.00","827.00","98","9"
"G030","G . T .GARMENTS  SDN. BHD.","JRT","22","8596.50","6777.85","1818.65","212","6"
"G030","G . T .GARMENTS  SDN. BHD.","KLP","22","7865.80","6204.44","1661.36","209","7"
"G030","G . T .GARMENTS  SDN. BHD.","MR","22","12226.29","9692.03","2534.26","293","7"
"G030","G . T .GARMENTS  SDN. BHD.","MTK","14","4175.80","3315.88","859.92","111","6"
"G030","G . T .GARMENTS  SDN. BHD.","NSB","22","10325.80","8169.90","2155.90","235","8"
"G030","G . T .GARMENTS  SDN. BHD.","PDS","22","11201.35","8850.17","2351.18","301","14"
"G030","G . T .GARMENTS  SDN. BHD.","PLU","22","6481.75","5055.77","1425.98","152","7"
"G030","G . T .GARMENTS  SDN. BHD.","RB","22","10388.25","8264.42","2123.83","267","9"
"G030","G . T .GARMENTS  SDN. BHD.","SGB","22","7474.80","5915.02","1559.78","180","8"
"G030","G . T .GARMENTS  SDN. BHD.","SGS","22","11531.15","9161.87","2369.28","308","12"
"G030","G . T .GARMENTS  SDN. BHD.","SM2","22","4767.10","3777.97","989.13","123","10"
"G030","G . T .GARMENTS  SDN. BHD.","SMJ","22","1622.60","1281.18","341.42","48","8"
"G030","G . T .GARMENTS  SDN. BHD.","SNW","22","1012.90","800.43","212.47","27","7"
"G030","G . T .GARMENTS  SDN. BHD.","SPE","22","1841.30","1448.31","392.99","49","8"
"G030","G . T .GARMENTS  SDN. BHD.","TGM","22","4226.05","3344.70","881.35","104","8"
"G030","G . T .GARMENTS  SDN. BHD.","TI1","22","6212.48","4913.13","1299.35","152","8"
"G030","G . T .GARMENTS  SDN. BHD.","TI2","22","5454.08","4342.39","1111.69","147","7"
"G030","G . T .GARMENTS  SDN. BHD.","TJG","22","1248.75","977.48","271.27","36","8"
"G030","G . T .GARMENTS  SDN. BHD.","TKK","22","3008.95","2390.43","618.52","78","9"
"G030","G . T .GARMENTS  SDN. BHD.","TML","22","7150.05","5673.81","1476.24","191","7"
"G030","G . T .GARMENTS  SDN. BHD.","TPH","22","8024.50","6347.24","1677.26","195","8"
"G039","GARDENIC (M)  SDN BHD","BER","30","383.45","268.42","115.04","66","41"
"G039","GARDENIC (M)  SDN BHD","BGJ","30","483.25","338.27","144.97","75","48"
"G039","GARDENIC (M)  SDN BHD","BT2","30","540.25","378.18","162.07","94","46"
"G039","GARDENIC (M)  SDN BHD","GMS","30","440.75","308.53","132.23","85","46"
"G039","GARDENIC (M)  SDN BHD","GRK","30","223.70","156.59","67.11","54","29"
"G039","GARDENIC (M)  SDN BHD","IBN","30","266.90","186.83","80.07","59","41"
"G039","GARDENIC (M)  SDN BHD","JRT","30","363.80","254.66","109.14","73","36"
"G039","GARDENIC (M)  SDN BHD","KLP","30","377.10","263.97","113.13","88","40"
"G039","GARDENIC (M)  SDN BHD","MR","30","334.20","233.94","100.26","58","43"
"G039","GARDENIC (M)  SDN BHD","MTK","30","230.05","161.03","69.02","41","33"
"G039","GARDENIC (M)  SDN BHD","NSB","30","544.85","381.40","163.45","88","41"
"G039","GARDENIC (M)  SDN BHD","PDS","30","610.20","427.29","182.91","114","48"
"G039","GARDENIC (M)  SDN BHD","PLU","30","273.70","191.59","82.11","53","42"
"G039","GARDENIC (M)  SDN BHD","RB","30","1864.15","1304.90","559.24","372","51"
"G039","GARDENIC (M)  SDN BHD","SGB","30","482.00","337.40","144.60","104","44"
"G039","GARDENIC (M)  SDN BHD","SGP","30","764.45","535.12","229.34","178","49"
"G039","GARDENIC (M)  SDN BHD","SM2","30","138.20","96.74","41.46","31","26"
